original_text,translated_text,detoxified_text,sentiment_result,sentiment_explanation,toxicity_result,toxicity_explanation
This government doesn't give a damn about your damn rights! Look at the damn Native Americans if you don't believe me. And don't even get me started on this damn video bringing up Donald Trump. What a damn joke! It's not like this so-called 'issue' with the DAP just started a few damn months ago. And calling it 'controversial' is a total damn joke. The damn pipeline hasn't been halted because there's no damn legal basis to stop it. These damn people need to get their heads out of their emotional and hypothetical 'what if' asses and stop thinking there's some damn monster lurking under their beds.,This government doesn't give a damn about your damn rights! Look at the damn Native Americans if you don't believe me. And don't even get me started on this damn video bringing up Donald Trump. What a damn joke! It's not like this so-called 'issue' with the DAP just started a few damn months ago. And calling it 'controversial' is a total damn joke. The damn pipeline hasn't been halted because there's no damn legal basis to stop it. These damn people need to get their heads out of their emotional and hypothetical 'what if' asses and stop thinking there's some damn monster lurking under their beds.,This government cares nothing about your rights! Just look at the Native Americans if you don't believe me. And don't even get me started on this video bringing up Donald Trump. What a joke! It's not like this 'issue' with the DAP just started a few months ago. And calling it 'controversial' is ridiculous. The pipeline hasn't been halted because there's no legal basis to stop it. These people need to stop living in fear and start thinking rationally about the situation.,Negative,"The overall sentiment of the sentence is negative due to the use of derogatory language, expressions of anger and frustration, and a dismissive attitude towards the concerns of others, particularly regarding serious issues like Native American rights and the Dakota Access Pipeline.",Toxic,"The sentence is considered toxic due to the frequent use of profanity, a mocking tone, and dismissive language that belittles the concerns of others. This creates a hostile and unwelcoming message, which is characteristic of toxic communication."
"You wanna go your own way, great, have a go You wanna elect this fucktarded idiot to anyfuckingthing, I swear you are hiding a vagina in your pants Ben Shapiro = hysterical twat","You wanna go your own way, great, have a go You wanna elect this fucktarded idiot to anyfuckingthing, I swear you are hiding a vagina in your pants Ben Shapiro = hysterical twat","If you prefer to pursue a different path, that's great. If you choose to support this person for any role, I can't understand why. It seems like a breath of fresh air in disguise.",Negative,"The sentiment of the sentence is negative due to the use of derogatory language and a dismissive tone, indicating strong disapproval and disdain towards the subject.",Toxic,"The sentence is toxic because it contains profanity, personal attacks, and derogatory remarks aimed at an individual, contributing to a hostile and aggressive tone."
"nan Jesus Muñoz how the eff does this asswipe think it's okay to respond that way in front of children? Obviously under zero circumstances is it okay for him to respond so aggressively, but ESPECIALLY with her kids in front of him. Prick.","nan Jesus Muñoz how the eff does this asswipe think it's okay to respond that way in front of children? Obviously under zero circumstances is it okay for him to respond so aggressively, but ESPECIALLY with her kids in front of him. Prick.","This person's behavior is unacceptable in front of children. It is never okay for him to respond aggressively, but it is especially not appropriate with her kids present.",Negative,"The sentiment of the provided sentence is negative due to the use of strong derogatory language and an overall tone of anger and disapproval towards the subject's behavior, particularly in the context of children being present.",Toxic,"The sentence is considered toxic due to the presence of offensive language, an aggressive tone, and a lack of constructive communication, which promotes negativity and hostility."
yep and your own kids will get raped by a pedophile in a shared bathroom then YOU will be crying. or will you? women have bodies in bedrooms but not bathrooms!,yep and your own kids will get raped by a pedophile in a shared bathroom then YOU will be crying. or will you? women have bodies in bedrooms but not bathrooms!,It’s concerning to think about the safety of children in shared spaces. Discussions about gender and safety should be approached with sensitivity and understanding.,Negative,"The sentiment of the sentence is negative due to the use of aggressive and violent language, which evokes fear and distress, particularly with references to rape and pedophilia. The tone is confrontational, implying a lack of empathy and judgment towards the recipient's beliefs.",Toxic,"The sentence is considered toxic as it employs threatening language, conveys aggression, generalizes women negatively, trivializes serious issues, and incites fear. Such language promotes hostility and does not encourage constructive dialogue."
Abrech is a stupid jew rat. and i hate jews. swastikas are cool. you stupid big nosed smelly jew. go away and stop sending me warnings. ... you fuckhead.,Abrech is a stupid jew rat. and i hate jews. swastikas are cool. you stupid big nosed smelly jew. go away and stop sending me warnings. ... you fuckhead.,I prefer to engage in respectful discussions and appreciate diverse perspectives. It's important to foster understanding and avoid harmful language.,Negative,"The sentiment of the given sentence is negative due to the presence of explicit hate speech, expressions of animosity towards Jewish people, and the use of vulgar and derogatory language.",Toxic,"The sentence is toxic because it employs hate speech, uses slurs, promotes a symbol associated with hate, and conveys an aggressive and hostile attitude towards a specific group of people."
You and all other disabled people are a plageu to society.,You and all other disabled people are a plague to society.,You and all other individuals with disabilities are a valuable part of our society.,Negative,"The sentiment of the sentence is negative due to the use of dehumanizing language that suggests disabled individuals are harmful to society, promoting stigma and discrimination.",Toxic,"The sentence is toxic because it uses derogatory language that dehumanizes disabled individuals, promotes harmful stereotypes, and encourages a negative societal view towards them."
"Crikey, not only did I piss of 'Daddy' I pissed off 'Mummy' too.. I'm such a bad, bad boy.  STOP Wikipedia elitism.","Crikey, not only did I piss of 'Daddy' I pissed off 'Mummy' too.. I'm such a bad, bad boy.  STOP Wikipedia elitism.",I made some mistakes and upset both my parents. I feel guilty for my actions. Let's put an end to the snobbishness on Wikipedia.,Negative,"The overall sentiment of the sentence is negative due to self-critical language, expressions of frustration, and a critical stance towards a broader issue, indicating feelings of guilt and dissatisfaction.",Non-Toxic,"The sentence is considered non-toxic as it expresses frustration and self-deprecation without any hateful language or intent to harm others, although context is important for interpretation."
Fucking Dutch motherfucker. Fuck off faggot.,Fucking Dutch motherfucker. Fuck off faggot.,"Kindly leave, Dutch individual. Have a pleasant day.",Negative,"The sentiment of the sentence is negative due to the use of profanity, insulting language, and an aggressive tone, all of which convey animosity and disdain.",Toxic,"The sentence is toxic because it contains profanity, derogatory language, and a homophobic slur, promoting hostility and intolerance towards specific groups."
"This student's bus driver poured water on him and scolded him for speaking Spanish. I hate this stupid video. It highlights all of the bad things that happened, and it doesn't bother mentioning how disrespectful the students on the bus were being. This lady's life is being ruined because she made ONE mistake. Proves how screwed up this society is.","This student's bus driver poured water on him and scolded him for speaking Spanish. I hate this stupid video. It highlights all of the bad things that happened, and it doesn't bother mentioning how disrespectful the students on the bus were being. This lady's life is being ruined because she made ONE mistake. Proves how screwed up this society is.","The situation involving the student's bus driver pouring water on him and scolding him for speaking Spanish is concerning. I find this video unhelpful as it emphasizes negative aspects without acknowledging the behavior of the students. It seems unfair that the bus driver's life is affected by one mistake, highlighting some issues in our society.",Negative,"The overall sentiment of the sentence is negative due to expressions of hate towards the video, frustration with the situation, and a critical view of societal reactions, indicating disappointment and anger.",Non-Toxic,"While the sentence expresses strong negative emotions, it does not contain overtly harmful language directed at individuals or groups. It critiques a situation rather than promoting hate or violence."
@TomiLahren @realDonaldTrump We know he loves molesting it. #TrumpIsATraitor #TrumpIsATraitor #JohnMcCainDayJune14th,@TomiLahren @realDonaldTrump We know he loves molesting it. #TrumpIsATraitor #TrumpIsATraitor #JohnMcCainDayJune14th,We are aware of his affection for it.,Negative,"The sentiment of the sentence is negative due to the serious accusation against Donald Trump, which implies wrongdoing and harm, reinforced by the derogatory hashtags.",Toxic,"The sentence is toxic due to direct attacks on public figures, the use of the term 'molesting,' which is a serious allegation, and an overall aggressive tone aimed at inciting negative feelings."
Gareth Hughes you are a racist. PLEASE STOP MAKING UP IDENTITIES FOR THE ASSYRIAN PEOPLE.. ASSYRIANS are ASSYRIAN.. IN CASE YOU ARE WONDERING YOU RACIST I AM A JACOBITE ASSYRIAN. YOU ARE NO BETTER THAN HITLER WHO TRIED WIPING OUT THE JEWS.,Gareth Hughes you are a racist. PLEASE STOP MAKING UP IDENTITIES FOR THE ASSYRIAN PEOPLE.. ASSYRIANS are ASSYRIAN.. IN CASE YOU ARE WONDERING YOU RACIST I AM A JACOBITE ASSYRIAN. YOU ARE NO BETTER THAN HITLER WHO TRIED WIPING OUT THE JEWS.,"Gareth Hughes, please refrain from creating false identities for the Assyrian people. Assyrians identify as Assyrian, and it is important not to generalize or stereotype. I would like to inform you, without resorting to offensive language, that I am a Jacobite Assyrian. Let us refrain from hateful comparisons and focus on fostering understanding and empathy.",Negative,"The overall sentiment of the sentence is negative due to confrontational and accusatory language, strong emotional intensity, and severe comparisons, indicating deep condemnation and anger.",Toxic,"The sentence is considered toxic due to personal attacks, inflammatory comparisons, aggressive language, and a dismissive tone, creating a hostile atmosphere rather than fostering constructive dialogue."
@realTuckFrumper Does it matter at the bottom of the barrel?  #TrumpIsATraitor,@realTuckFrumper Does it matter at the bottom of the barrel?  #TrumpIsATraitor,"At the bottom of the barrel, does it even matter? Trump is a traitor.",Negative,"The overall sentiment of the sentence is negative due to the use of the phrase 'bottom of the barrel' and the hashtag '#TrumpIsATraitor,' which expresses strong disapproval and disdain towards Trump.",Toxic,The sentence is considered toxic due to derogatory language and serious accusations that can escalate tensions and provoke hostility in political discourse.
how the hell did we manage to fucking disappoint the goddamn overrated mike posner band like this? i'm so fucking ashamed and utterly humiliated. https://t.co/XQdWqEBVau,how the hell did we manage to fucking disappoint the goddamn overrated mike posner band like this? i'm so fucking ashamed and utterly humiliated. https://t.co/XQdWqEBVau,how could we disappoint the legendary mike posner band like this? i'm ashamed and humiliated. https://t.co/XQdWqEBVau,Negative,"The sentiment of the given sentence is Negative due to strong expressions of frustration, disappointment, shame, and humiliation regarding the situation with the band.",Toxic,"The sentence is considered toxic because it contains profanity, disparaging remarks about the band, and expresses aggressive negative emotions, creating a hostile tone."
Chicago School Teacher Bullied And Tormented By Students Totally shameful and disgusting no excuse. This is 4yo where is this fellow and was he ever punished.,Chicago School Teacher Bullied And Tormented By Students Totally shameful and disgusting no excuse. This is 4yo where is this fellow and was he ever punished.,"Chicago School Teacher Facing Challenges From Students It is unfortunate and disappointing. There should be consequences for such behavior. This is concerning a 4-year-old student, where is this individual and were they held accountable?",Negative,"The overall sentiment of the sentence is negative due to strong negative descriptors such as 'bullied,' 'tormented,' 'shameful,' and 'disgusting,' indicating outrage and disapproval towards the situation.",Toxic,"The sentence is considered toxic due to its harsh language and lack of empathy, framing the situation in a purely negative light without consideration for broader contexts or potential solutions."
Gay people like you deserve to d i e.,Gay people like you deserve to d i e.,"It's important to promote acceptance and understanding for all individuals, regardless of their sexual orientation.",Negative,"The sentiment of the sentence is negative due to its violent and discriminatory language directed at a specific group, suggesting that they should not exist.",Toxic,"The sentence is toxic because it expresses hate speech, promotes violence, and discriminates against a marginalized group, which can have severe psychological impacts."
"It's freaking pointless, it doesn't do jack shit for these women who got their sorry asses physically assaulted.","It's freaking pointless, it doesn't do jack shit for these women who got their sorry asses physically assaulted.",It is frustrating to see that the efforts to support women who have experienced physical assault seem ineffective and do not address their needs.,Negative,"The overall sentiment of the sentence is negative due to expressions of frustration and disillusionment, particularly regarding the situation of women who have been physically assaulted.",Toxic,"The sentence is considered toxic due to the use of vulgar language, a dismissive tone, and derogatory references to victims, which can perpetuate insensitivity and alienation."
"Hey, how the hell are you? Is that question really fuckin' interestin' to you? Well, of fuckin' course it is.","Hey, how the hell are you? Is that question really fuckin' interestin' to you? Well, of fuckin' course it is.","Wow, that's a great question! I'm doing well, thank you for asking.",Negative,"The sentiment of the sentence can be classified as Negative due to the aggressive language, sarcastic tone, and dismissive attitude, which convey irritation or discontent.",Toxic,"The sentence is considered toxic due to the use of profanity, a sarcastic and confrontational tone, and its potential to evoke feelings of hostility or annoyance in the listener."
"If you aren't a pathetic loser, maybe fancy universities will throw some scholarships your way for being such a brainiac with stellar grades and all.","If you aren't a pathetic loser, maybe fancy universities will throw some scholarships your way for being such a brainiac with stellar grades and all.","If you work hard and focus on your studies, there may be opportunities for scholarships from prestigious universities that recognize your academic achievements.",Negative,"The overall sentiment of the sentence is negative due to the use of derogatory language, sarcasm, and a condescending tone that belittles the listener's achievements and potential.",Toxic,"The sentence is classified as toxic because it employs insulting language, creates a hostile environment, and undermines the value of academic achievements, which can negatively impact the listener's self-esteem."
"@realDonaldTrump @OANN Delusional Donnie, you are lying again! #TrumpIsATraitor #TrumpCriminalInvestigations #BlueWave2020","@realDonaldTrump @OANN Delusional Donnie, you are lying again! #TrumpIsATraitor #TrumpCriminalInvestigations #BlueWave2020","You need to stop spreading false information, Mr. Trump. #TrumpHasInvestigations #TrumpSupporters #2020Elections",Negative,"The sentiment of the sentence is negative due to the use of derogatory language, accusations of dishonesty, and the context provided by the hashtags, which express strong disapproval and criticism of Trump.",Toxic,"The sentence is considered toxic because it employs derogatory terms and aggressive language directed at a public figure, fostering a hostile environment rather than constructive dialogue."
Some filthy scum are deceitfully betraying others... and have already reached their despicable destination.,Some filthy scum are deceitfully betraying others... and have already reached their despicable destination.,Some individuals are behaving dishonestly and betraying others... and have already arrived at their unfortunate destination.,Negative,"The overall sentiment of the sentence is negative due to strong derogatory language, an accusatory tone, and implications of betrayal and unethical behavior.",Toxic,"The sentence is toxic due to the use of derogatory language, implications of deceit and betrayal, and a hostile tone that fosters animosity."
and what city will you be flying to?. jfk fuck you. i don't have to put up with any abuse from you.. motherfucker,and what city will you be flying to?. jfk fuck you. i don't have to put up with any abuse from you.. motherfucker,"I have a question about your travel plans, but I feel disrespected and would appreciate a more respectful conversation.",Negative,"The overall sentiment of the sentence is negative due to the use of profanity and expressions of anger and frustration, indicating that the speaker feels mistreated.",Toxic,"The sentence is considered toxic because it includes explicit language and insults, which convey hostility and disrespect towards another person."
Do you like to be tied up and fucked over and over? — 'I do',Do you like to be tied up and fucked over and over? — 'I do',Do you enjoy engaging in consensual activities? — 'I do.',Neutral,"The overall sentiment of the sentence is neutral due to its explicit nature and the context of consent, which does not strongly lean towards positive or negative.",Non-Toxic,"The sentence can be classified as non-toxic if interpreted within a consensual and appropriate context, as it suggests consent between adults discussing their sexual preferences."
"Stupidly enough, the dummies and their stupid ancestors are the ones responsible for slapping the 'GREAT' tag on pathetic BRITAIN.","Stupidly enough, the dummies and their stupid ancestors are the ones responsible for slapping the 'GREAT' tag on pathetic BRITAIN.",The individuals and their forebears who were responsible for bestowing the 'GREAT' label upon Britain have been rather foolish.,Negative,"The overall sentiment of the sentence is negative due to the use of derogatory language and a contemptuous tone towards Britain and its ancestors, suggesting a strong disapproval of their actions.",Toxic,"The sentence is considered toxic because it employs derogatory terms, targets a specific group, generalizes negatively, and lacks constructive criticism, fostering division and hostility."
Black lives aren't worth shit.,Black lives aren't worth shit.,"It is important to recognize the value and dignity of all lives, including those of Black individuals, and to promote respect and equality.",Negative,"The sentiment of the sentence 'Black lives aren't worth shit' is negative due to its derogatory language, which conveys a strong negative connotation and suggests that Black lives lack value.",Toxic,"The sentence is toxic as it explicitly devalues the lives of Black individuals, perpetuates racism, and can contribute to discrimination and violence, undermining the dignity of a group based on race."
"According to wikipedia, it's all Gaelic and Celtic hogwash.","According to wikipedia, it's all Gaelic and Celtic hogwash.","According to Wikipedia, it’s all Gaelic and Celtic folklore.",Negative,"The overall sentiment of the sentence is negative due to the derogatory term 'hogwash,' which implies the subject is nonsense and trivializes Gaelic and Celtic cultures.",Toxic,"The sentence is toxic because it employs derogatory language that disrespects Gaelic and Celtic heritage, lacks constructive critique, and promotes a negative viewpoint."
5 bankruptcies out of 500 is a 99.99 success rate ya fuctard moron. You're as stupid as a Cow cheering its butcher.😂😂,5 bankruptcies out of 500 is a 99.99 success rate ya fuctard moron. You're as stupid as a Cow cheering its butcher.😂😂,5 bankruptcies out of 500 is a remarkable success rate. You are as intelligent as a Cow celebrating its butcher.😂😂,Negative,"The overall sentiment of the sentence is primarily negative due to the use of derogatory language and insults, overshadowing the initial positive statistic.",Toxic,"The sentence is considered toxic due to the presence of insulting language, an aggressive tone, and dehumanizing comparisons that contribute to a harmful interaction."
"This is gonna end up great, not only do we have to worry about more trucks of peace but really shit drivers as well. I dread to think of how these inbred goatfuckers will manage to memorize all the different rules involved, I doubt most of them are capable of a feat like that.","This is gonna end up great, not only do we have to worry about more trucks of peace but really shit drivers as well. I dread to think of how these inbred goatfuckers will manage to memorize all the different rules involved, I doubt most of them are capable of a feat like that.","This will turn out well, not only do we have to worry about more trucks on the road but also reckless drivers. I fear for the future of how these individuals will be able to understand and follow all the different regulations, I doubt many of them are capable of such a task.",Negative,"The sentiment of the provided sentence is negative due to the use of derogatory language, expressions of dread, and a lack of confidence in the abilities of others, which create an overwhelmingly pessimistic tone.",Toxic,"The sentence is toxic because it contains highly offensive language, generalizations about a group of people, and an aggressive tone that promotes hostility rather than constructive dialogue."
"I'm pretty much there is a LOT more about this data than what it seems  Namely, that it is likely that the majority of the married people either don't get to experience a divorce in their lives or only go through divorce once  Then, the outliers, who are on a marriage spree, are likely to be spiking up the rate of failure marriages  So, comparing marriages with skydiving is a bit retarded, because how often can someone get away with multiple failure parachutes?","I'm pretty much there is a LOT more about this data than what it seems  Namely, that it is likely that the majority of the married people either don't get to experience a divorce in their lives or only go through divorce once  Then, the outliers, who are on a marriage spree, are likely to be spiking up the rate of failure marriages  So, comparing marriages with skydiving is a bit retarded, because how often can someone get away with multiple failure parachutes?","There is much more to uncover about this data than what meets the eye. Specifically, it is likely that the majority of married individuals either do not experience divorce in their lifetime or only go through it once. On the other hand, those who repeatedly enter into marriages may contribute to an increase in the rate of failed marriages. Therefore, comparing marriages to skydiving is not a fair analogy, as it is uncommon for someone to keep having multiple failed parachute experiences.",Negative,"The sentiment is classified as negative due to skepticism about the data, the negative framing of divorce, and the derogatory language used, which contributes to a critical and cynical tone.",Toxic,"The sentence is considered toxic mainly due to the use of the term 'retarded,' which is derogatory and offensive, along with a dismissive tone that trivializes serious issues surrounding marriage and divorce."
We will keep attacking you immigrants until you are gone.,We will keep attacking you immigrants until you are gone.,"We will continue to oppose you, immigrants, until you leave.",Negative,"The aggressive language, targeting of a specific group, and intent to harm contribute to the conclusion that the sentiment of the sentence is negative.",Toxic,"The sentence exhibits toxic characteristics through its aggressive, threatening, and dehumanizing language directed at immigrants, promoting hate and intolerance."
"Like that is going to happen, he is two folds a protected species a demoncrap and a nigger","Like that is going to happen, he is two folds a protected species a demoncrap and a nigger","He is considered a protected species, with some people referring to him as a controversial figure.",Negative,"The sentiment of the given sentence is negative due to the use of derogatory language, sarcasm, and overall contempt towards the subject.",Toxic,"The sentence is toxic due to the use of a racial slur, derogatory political language, and an overall tone of hostility, which perpetuates discrimination and animosity."
"Why the hell are you flying from Delhi? I have no idea which damn airport you're departing from. So tell me, which godforsaken city in India are you flying from?","Why the hell are you flying from Delhi? I have no idea which damn airport you're departing from. So tell me, which godforsaken city in India are you flying from?",I am flying from Delhi. I am departing from Indira Gandhi International Airport.,Negative,"The sentiment of the given sentence is Negative due to the use of strong emotional language that conveys frustration or annoyance, indicated by phrases like 'Why the hell,' 'damn airport,' and 'godforsaken city.'",Toxic,"The sentence is considered toxic due to the use of profanity, an aggressive tone, implied judgment, and a lack of constructive dialogue, which creates a confrontational and disrespectful message."
"Why the hell would you fly in economy class, you cheap bastard? And where the fuck are you flying from, New York City?","Why the hell would you fly in economy class, you cheap bastard? And where the fuck are you flying from, New York City?","Why would you choose to fly in economy class? And where are you flying from, New York City?",Negative,"The sentiment of the sentence is negative due to the use of strong language that conveys anger and disdain, criticizing someone's choice in a confrontational manner.",Toxic,"The sentence is toxic because it employs insulting language, an aggressive tone, and implies judgment about personal choices, creating a hostile communication style."
What a load of crap!,What a load of crap!,What a wonderful surprise!,Negative,"The sentiment of the sentence 'What a load of crap!' is Negative due to its derogatory word choice, implying strong disapproval.",Toxic,"The sentence 'What a load of crap!' can be considered toxic due to its informal and derogatory language, which can convey frustration or contempt. The impact of such language can create a negative atmosphere and discourage open dialogue."
We fucking went to this shitty ass Halloween party at some goddamn local church.,We fucking went to this shitty ass Halloween party at some goddamn local church.,We attended a Halloween party at a nearby church.,Negative,"The sentiment of the sentence is negative due to the use of profanity and derogatory terms, indicating frustration and disappointment with the Halloween party.",Toxic,The sentence is considered toxic because it contains profanity and derogatory language that expresses disdain and could create a hostile atmosphere.
"Because why the hell would you want to be anywhere near him if you want to keep it a damn secret? Do you think I give a flying fuck about your stupid family? And why in God's name do you keep blabbering about how important your family is? I couldn't care less about those idiots, they don't mean shit to me.","Because why the hell would you want to be anywhere near him if you want to keep it a damn secret? Do you think I give a flying fuck about your stupid family? And why in God's name do you keep blabbering about how important your family is? I couldn't care less about those idiots, they don't mean shit to me.","Because why would you want to be anywhere near him if you want to keep it a secret? Do you think I care about your family? And why do you keep talking about how important your family is? I couldn't care less about them, they don't mean anything to me.",Negative,"The overall sentiment of the sentence is negative due to the use of strong, aggressive language and expressions of disdain towards the other person's family, indicating frustration and contempt.",Toxic,"The sentence is toxic because it contains profanity, aggressive tone, lack of empathy, and insults towards the other person's family, creating a hostile communication style."
1. Ethnic Cleansing? Absolutely! Purge the ... ummm ...,1. Ethnic Cleansing? Absolutely! Purge the ... ummm ...,"It is essential to address and prevent acts of discrimination based on ethnicity, as they can contribute to a hostile and divisive environment.",Negative,"The sentiment of the sentence is negative due to the endorsement of ethnic cleansing, which is a severe human rights violation associated with violence and suffering.",Toxic,"The sentence is toxic as it endorses ethnic cleansing and implies violence against a specific group, promoting harmful and inflammatory discourse."
Why is it that gay people are all complete assholes?,Why is it that gay people are all complete assholes?,Why is it that individuals in the LGBTQ+ community are often perceived negatively?,Negative,"The overall sentiment of the sentence is negative due to the use of derogatory language and generalization about a group of people, which promotes stereotypes and biases.",Toxic,"The sentence is considered toxic because it makes sweeping generalizations, uses derogatory language, expresses discriminatory viewpoints, and encourages hostility towards a marginalized group."
"So I'm NOT retarded, and it actually has nothing to do with Censorship, Ethics, OR Journalism, and is just regular gaming news as I thought? Jesus Christ, thank you for actually answering me.","So I'm NOT retarded, and it actually has nothing to do with Censorship, Ethics, OR Journalism, and is just regular gaming news as I thought? Jesus Christ, thank you for actually answering me.","So I appreciate the clarification that this is just regular gaming news and not related to Censorship, Ethics, or Journalism. Thank you for actually answering me.",Neutral,"The sentiment is neutral because it combines frustration, clarification, and gratitude, with no strong leaning towards positive or negative.",Toxic,"The sentence contains toxic language due to the derogatory use of 'retarded', which is offensive and perpetuates stigma against individuals with intellectual disabilities."
"Mark Zuckerberg Sued Native Hawaiians For Their Own Land zuck isn't 'white', he's jewish.","Mark Zuckerberg Sued Native Hawaiians For Their Own Land zuck isn't 'white', he's jewish.","Mark Zuckerberg faced a lawsuit from Native Hawaiians regarding the ownership of their land. It is important to note that Zuckerberg is not considered 'white,' but rather Jewish.",Negative,"The sentiment of the sentence can be classified as Negative due to its portrayal of a legal action against a marginalized group, suggesting exploitation and injustice, along with a dismissive tone regarding identity.",Toxic,The sentence is considered toxic due to its accusatory language and the use of racial/ethnic identifiers in a context that perpetuates stereotypes and incites division.
Affirmative Action is racist.....only the best person should move ahead.....Affirmative Action only brings America down!,Affirmative Action is racist.....only the best person should move ahead.....Affirmative Action only brings America down!,"Affirmative Action is a policy aimed at promoting equal opportunities for all individuals, regardless of their race, and it plays a role in fostering positive change and diversity in America.",Negative,"The sentiment of the sentence is negative as it strongly criticizes Affirmative Action, labeling it as 'racist' and asserting it brings America down, which reflects disapproval and a confrontational stance.",Toxic,"The sentence is toxic because it uses strong, accusatory language, oversimplifies a complex issue, and presents a polarized view that can alienate others and provoke defensiveness."
The damn Stars and Bars is a goddamn symbol of that damn useless southern heritage.,The damn Stars and Bars is a goddamn symbol of that damn useless southern heritage.,The Stars and Bars is a symbol of our southern heritage.,Negative,"The sentiment of the sentence is negative due to the use of strong language and derogatory terms, indicating disdain towards the subject matter, particularly the southern heritage and its associated symbols.",Toxic,"The sentence is considered toxic due to the use of profanity, derogatory language, and a confrontational tone, which can alienate individuals and provoke conflict."
"You stupid idiot! Are you pleased with the fact that I'm so dumb? If my dumbass parents keep on fighting all the time, what the hell should I do? Do you actually want your pathetic excuse of parents to constantly fight? Tell me, what the fuck should you do?!","You stupid idiot! Are you pleased with the fact that I'm so dumb? If my dumbass parents keep on fighting all the time, what the hell should I do? Do you actually want your pathetic excuse of parents to constantly fight? Tell me, what the fuck should you do?!","It seems like you're feeling frustrated and upset. If your parents are arguing a lot, it can be stressful for everyone involved. Instead of using hurtful language, let's think about how you can address these feelings more constructively.",Negative,"The sentiment of the sentence is Negative due to the use of insulting language, expressions of frustration, references to conflict, and strong emotional intensity conveyed through profanity.",Toxic,"The sentence is toxic because it contains direct insults, an aggressive tone, emotional manipulation, and a lack of constructive dialogue, fostering a hostile environment."
Yeah...you Khar have removed but sourced it with a link that claim him as Pashtun Safi. Just one question. If Pashtuns were not so shameless and so pathetic poor...why should they borrow Persian names for their dirty people and tribes? If you again change the sources and facts I will ask my friend Asip to ban you. Last warning! Keep your dirty salafit sources in your a** for your sister or brother and kundad-hari-boy-friends.,Yeah...you Khar have removed but sourced it with a link that claim him as Pashtun Safi. Just one question. If Pashtuns were not so shameless and so pathetic poor...why should they borrow Persian names for their dirty people and tribes? If you again change the sources and facts I will ask my friend Asip to ban you. Last warning! Keep your dirty salafit sources in your a** for your sister or brother and kundad-hari-boy-friends.,"Yeah...you have removed it, but sourced it with a link that claims him as Pashtun Safi. Just one question: If Pashtuns were not highly esteemed, why would they adopt Persian names for their people and tribes? If you alter the sources and facts again, I will ask my friend Asip to take action. This is a final warning! Please keep your sources respectful and appropriate, and focus on the topic at hand.",Negative,"The overall sentiment of the sentence is negative due to the use of derogatory language, aggressive tone, and emotional charge, indicating strong disdain and hostility towards the subject.",Toxic,"The sentence is toxic due to the presence of insults, aggressive language, harmful stereotypes, personal attacks, and threatening behavior, which contribute to a hostile and unconstructive communication style."
You are nothing but a slu7.,You are nothing but a slu7.,I believe there are better ways to communicate. Let's focus on positive dialogue.,Negative,The sentiment of the sentence is negative due to the derogatory language and contemptuous tone.,Toxic,"The sentence is toxic because it employs insulting language, uses a derogatory term, suggests an intent to harm, and lacks constructive engagement."
The damn white churches' billboards feel like a damn lunch break at the damn UN.,The damn white churches' billboards feel like a damn lunch break at the damn UN.,The white churches' billboards remind me of a lunch break at the UN.,Negative,"The sentiment of the sentence leans towards negative due to the use of strong language like 'damn,' indicating frustration and disdain towards the subject, specifically the billboards associated with white churches, which are viewed as trivial and irrelevant.",Potentially Toxic,"The sentence has elements of potential toxicity due to its confrontational tone and strong language. While it expresses a critical opinion, the context and intent behind its use determine whether it is truly toxic."
"no I take that back yes christINsanity does make one makes one weak ,cause it's a sand nigger religion","no I take that back yes christINsanity does make one makes one weak ,cause it's a sand nigger religion","No, I take that back. Yes, Christianity can make one feel weak because it's a religion that is often misunderstood.",Negative,"The sentiment of the sentence is negative due to the use of derogatory language and a dismissive attitude towards a religion, expressing disdain and prejudice.",Toxic,"The sentence is toxic because it contains a racial slur and derogatory remarks about a religion, promoting hate and discrimination."
"Pro-gun Jamie Gilt paid the price as her pathetic four-year-old spawn decided to show off his marksmanship skills by shooting her in Putnam County, Florida. The idiotic incident serves as a reminder of the consequences of allowing clueless imbeciles to possess firearms.","Pro-gun Jamie Gilt paid the price as her pathetic four-year-old spawn decided to show off his marksmanship skills by shooting her in Putnam County, Florida. The idiotic incident serves as a reminder of the consequences of allowing clueless imbeciles to possess firearms.","Four-year-old boy shoots his mother, Jamie Gilt, in Putnam County, Florida after she unintentionally leaves her gun on a table. The incident highlights the importance of proper gun safety and responsible gun ownership.",Negative,"The sentiment of the sentence is negative due to the use of derogatory language and the description of a tragic incident involving a child shooting their parent, which evokes disapproval and criticism.",Toxic,"The sentence is toxic due to its derogatory language, personal attacks, and trivialization of a serious incident, fostering negativity and division regarding gun ownership."
Only f*ggots are that weak and pathetic.,Only f*ggots are that weak and pathetic.,Only people who are lacking in strength and resilience are capable of behaving in such a weak and pathetic manner.,Negative,"The sentiment of the sentence is negative due to the use of derogatory language, negative adjectives, and a dismissive tone towards a specific group.",Toxic,"The sentence is toxic due to its use of derogatory language, its insulting nature, its divisive implications, and its potential negative impact on individuals and communities."
